,County,FIPS,Population,State,State Abbreviation,Year
13355,catawba,37035,156647,north carolina,NC,2016
13356,chatham,37037,63505,north carolina,NC,2010
13357,chatham,37037,64159,north carolina,NC,2011
13358,chatham,37037,64590,north carolina,NC,2012
13359,chatham,37037,65314,north carolina,NC,2013
13360,chatham,37037,66791,north carolina,NC,2014
13361,chatham,37037,68418,north carolina,NC,2015
13362,chatham,37037,69824,north carolina,NC,2016
13363,cherokee,37039,27444,north carolina,NC,2010
13364,cherokee,37039,27177,north carolina,NC,2011
13365,cherokee,37039,27032,north carolina,NC,2012
13366,cherokee,37039,27122,north carolina,NC,2013
13367,cherokee,37039,27093,north carolina,NC,2014
13368,cherokee,37039,27132,north carolina,NC,2015
13369,cherokee,37039,27883,north carolina,NC,2016
13370,chowan,37041,14793,north carolina,NC,2010
13371,chowan,37041,14821,north carolina,NC,2011
13372,chowan,37041,14712,north carolina,NC,2012
13373,chowan,37041,14689,north carolina,NC,2013
13374,chowan,37041,14534,north carolina,NC,2014
13375,chowan,37041,14284,north carolina,NC,2015
13376,chowan,37041,14240,north carolina,NC,2016
13377,clay,37043,10587,north carolina,NC,2010
13378,clay,37043,10690,north carolina,NC,2011
13379,clay,37043,10662,north carolina,NC,2012
13380,clay,37043,10612,north carolina,NC,2013
13381,clay,37043,10593,north carolina,NC,2014
13382,clay,37043,10668,north carolina,NC,2015
13383,clay,37043,10819,north carolina,NC,2016
13384,cleveland,37045,98078,north carolina,NC,2010
13385,cleveland,37045,97435,north carolina,NC,2011
13386,cleveland,37045,97314,north carolina,NC,2012
13387,cleveland,37045,96874,north carolina,NC,2013
13388,cleveland,37045,97012,north carolina,NC,2014
13389,cleveland,37045,96868,north carolina,NC,2015
13390,cleveland,37045,97102,north carolina,NC,2016
13391,columbus,37047,58098,north carolina,NC,2010
13392,columbus,37047,57693,north carolina,NC,2011
13393,columbus,37047,57534,north carolina,NC,2012
13394,columbus,37047,57088,north carolina,NC,2013
13395,columbus,37047,56902,north carolina,NC,2014
13396,columbus,37047,56686,north carolina,NC,2015
13397,columbus,37047,56335,north carolina,NC,2016
13398,craven,37049,103505,north carolina,NC,2010
13399,craven,37049,104873,north carolina,NC,2011
13400,craven,37049,105331,north carolina,NC,2012
13401,craven,37049,104310,north carolina,NC,2013
13402,craven,37049,104111,north carolina,NC,2014
13403,craven,37049,103015,north carolina,NC,2015
13404,craven,37049,102857,north carolina,NC,2016
13405,cumberland,37051,319431,north carolina,NC,2010
13406,cumberland,37051,330877,north carolina,NC,2011
13407,cumberland,37051,330224,north carolina,NC,2012
13408,cumberland,37051,333273,north carolina,NC,2013
13409,cumberland,37051,332721,north carolina,NC,2014
13410,cumberland,37051,331752,north carolina,NC,2015
13411,cumberland,37051,333538,north carolina,NC,2016
13412,currituck,37053,23547,north carolina,NC,2010
13413,currituck,37053,23904,north carolina,NC,2011
13414,currituck,37053,24034,north carolina,NC,2012
13415,currituck,37053,24268,north carolina,NC,2013
13416,currituck,37053,24839,north carolina,NC,2014
13417,currituck,37053,25135,north carolina,NC,2015
13418,currituck,37053,25664,north carolina,NC,2016
13419,dare,37055,33920,north carolina,NC,2010
13420,dare,37055,34178,north carolina,NC,2011
13421,dare,37055,34426,north carolina,NC,2012
13422,dare,37055,34852,north carolina,NC,2013
13423,dare,37055,34907,north carolina,NC,2014
13424,dare,37055,35441,north carolina,NC,2015
13425,dare,37055,35760,north carolina,NC,2016
13426,davidson,37057,162878,north carolina,NC,2010
13427,davidson,37057,162972,north carolina,NC,2011
13428,davidson,37057,163112,north carolina,NC,2012
13429,davidson,37057,163398,north carolina,NC,2013
13430,davidson,37057,163530,north carolina,NC,2014
13431,davidson,37057,163690,north carolina,NC,2015
13432,davidson,37057,164504,north carolina,NC,2016
13433,davie,37059,41240,north carolina,NC,2010
13434,davie,37059,41352,north carolina,NC,2011
13435,davie,37059,41300,north carolina,NC,2012
13436,davie,37059,41446,north carolina,NC,2013
13437,davie,37059,41280,north carolina,NC,2014
13438,davie,37059,41677,north carolina,NC,2015
13439,davie,37059,41973,north carolina,NC,2016
13440,duplin,37061,58505,north carolina,NC,2010
13441,duplin,37061,59276,north carolina,NC,2011
13442,duplin,37061,59530,north carolina,NC,2012
13443,duplin,37061,59442,north carolina,NC,2013
13444,duplin,37061,59618,north carolina,NC,2014
13445,duplin,37061,59093,north carolina,NC,2015
13446,duplin,37061,59559,north carolina,NC,2016
13447,durham,37063,267587,north carolina,NC,2010
13448,durham,37063,276881,north carolina,NC,2011
13449,durham,37063,282996,north carolina,NC,2012
13450,durham,37063,288960,north carolina,NC,2013
13451,durham,37063,295462,north carolina,NC,2014
13452,durham,37063,301174,north carolina,NC,2015
13453,durham,37063,307090,north carolina,NC,2016
13454,edgecombe,37065,56552,north carolina,NC,2010
13455,edgecombe,37065,56059,north carolina,NC,2011
13456,edgecombe,37065,55695,north carolina,NC,2012
13457,edgecombe,37065,55454,north carolina,NC,2013
13458,edgecombe,37065,54894,north carolina,NC,2014
13459,edgecombe,37065,53770,north carolina,NC,2015
13460,edgecombe,37065,53293,north carolina,NC,2016
13461,forsyth,37067,350670,north carolina,NC,2010
13462,forsyth,37067,354835,north carolina,NC,2011
13463,forsyth,37067,357937,north carolina,NC,2012
13464,forsyth,37067,361000,north carolina,NC,2013
13465,forsyth,37067,364956,north carolina,NC,2014
13466,forsyth,37067,367922,north carolina,NC,2015
13467,forsyth,37067,371614,north carolina,NC,2016
13468,franklin,37069,60619,north carolina,NC,2010
13469,franklin,37069,60964,north carolina,NC,2011
13470,franklin,37069,61417,north carolina,NC,2012
13471,franklin,37069,62105,north carolina,NC,2013
13472,franklin,37069,62738,north carolina,NC,2014
13473,franklin,37069,63659,north carolina,NC,2015
13474,franklin,37069,64659,north carolina,NC,2016
13475,gaston,37071,206086,north carolina,NC,2010
13476,gaston,37071,206951,north carolina,NC,2011
13477,gaston,37071,207963,north carolina,NC,2012
13478,gaston,37071,209285,north carolina,NC,2013
13479,gaston,37071,210694,north carolina,NC,2014
13480,gaston,37071,213182,north carolina,NC,2015
13481,gaston,37071,216903,north carolina,NC,2016
13482,gates,37073,12197,north carolina,NC,2010
13483,gates,37073,12043,north carolina,NC,2011
13484,gates,37073,11891,north carolina,NC,2012
13485,gates,37073,11702,north carolina,NC,2013
13486,gates,37073,11635,north carolina,NC,2014
13487,gates,37073,11533,north carolina,NC,2015
13488,gates,37073,11593,north carolina,NC,2016
13489,graham,37075,8861,north carolina,NC,2010
13490,graham,37075,8815,north carolina,NC,2011
13491,graham,37075,8711,north carolina,NC,2012
13492,graham,37075,8725,north carolina,NC,2013
13493,graham,37075,8626,north carolina,NC,2014
13494,graham,37075,8594,north carolina,NC,2015
13495,graham,37075,8548,north carolina,NC,2016
13496,granville,37077,59916,north carolina,NC,2010
13497,granville,37077,57514,north carolina,NC,2011
13498,granville,37077,57587,north carolina,NC,2012
13499,granville,37077,57814,north carolina,NC,2013
13500,granville,37077,58067,north carolina,NC,2014
13501,granville,37077,58252,north carolina,NC,2015
13502,granville,37077,58824,north carolina,NC,2016
13503,greene,37079,21362,north carolina,NC,2010
13504,greene,37079,21539,north carolina,NC,2011
13505,greene,37079,21224,north carolina,NC,2012
13506,greene,37079,21062,north carolina,NC,2013
13507,greene,37079,21072,north carolina,NC,2014
13508,greene,37079,21002,north carolina,NC,2015
13509,greene,37079,21144,north carolina,NC,2016
13510,guilford,37081,488406,north carolina,NC,2010
13511,guilford,37081,495241,north carolina,NC,2011
13512,guilford,37081,500831,north carolina,NC,2012
13513,guilford,37081,506771,north carolina,NC,2013
13514,guilford,37081,512541,north carolina,NC,2014
13515,guilford,37081,517722,north carolina,NC,2015
13516,guilford,37081,521996,north carolina,NC,2016
13517,halifax,37083,54691,north carolina,NC,2010
13518,halifax,37083,54122,north carolina,NC,2011
13519,halifax,37083,53749,north carolina,NC,2012
13520,halifax,37083,53217,north carolina,NC,2013
13521,halifax,37083,52874,north carolina,NC,2014
13522,halifax,37083,52230,north carolina,NC,2015
13523,halifax,37083,51871,north carolina,NC,2016
13524,harnett,37085,114678,north carolina,NC,2010
13525,harnett,37085,119214,north carolina,NC,2011
13526,harnett,37085,122258,north carolina,NC,2012
13527,harnett,37085,125104,north carolina,NC,2013
13528,harnett,37085,126801,north carolina,NC,2014
13529,harnett,37085,128205,north carolina,NC,2015
13530,harnett,37085,130899,north carolina,NC,2016
13531,haywood,37087,59036,north carolina,NC,2010
13532,haywood,37087,58740,north carolina,NC,2011
13533,haywood,37087,58665,north carolina,NC,2012
13534,haywood,37087,58985,north carolina,NC,2013
13535,haywood,37087,59152,north carolina,NC,2014
13536,haywood,37087,59661,north carolina,NC,2015
13537,haywood,37087,60388,north carolina,NC,2016
13538,henderson,37089,106740,north carolina,NC,2010
13539,henderson,37089,107413,north carolina,NC,2011
13540,henderson,37089,107837,north carolina,NC,2012
13541,henderson,37089,108973,north carolina,NC,2013
13542,henderson,37089,110366,north carolina,NC,2014
13543,henderson,37089,111975,north carolina,NC,2015
13544,henderson,37089,113758,north carolina,NC,2016
13545,hertford,37091,24669,north carolina,NC,2010
13546,hertford,37091,24640,north carolina,NC,2011
13547,hertford,37091,24523,north carolina,NC,2012
13548,hertford,37091,24506,north carolina,NC,2013
13549,hertford,37091,24509,north carolina,NC,2014
13550,hertford,37091,24287,north carolina,NC,2015
13551,hertford,37091,24096,north carolina,NC,2016
13552,hoke,37093,46952,north carolina,NC,2010
13553,hoke,37093,49489,north carolina,NC,2011
13554,hoke,37093,50516,north carolina,NC,2012
13555,hoke,37093,51191,north carolina,NC,2013
13556,hoke,37093,51639,north carolina,NC,2014
13557,hoke,37093,52802,north carolina,NC,2015
13558,hoke,37093,53108,north carolina,NC,2016
13559,hyde,37095,5810,north carolina,NC,2010
13560,hyde,37095,5800,north carolina,NC,2011
13561,hyde,37095,5692,north carolina,NC,2012
13562,hyde,37095,5655,north carolina,NC,2013
13563,hyde,37095,5604,north carolina,NC,2014
13564,hyde,37095,5437,north carolina,NC,2015
13565,hyde,37095,5476,north carolina,NC,2016
13566,iredell,37097,159437,north carolina,NC,2010
13567,iredell,37097,161099,north carolina,NC,2011
13568,iredell,37097,162745,north carolina,NC,2012
13569,iredell,37097,164624,north carolina,NC,2013
13570,iredell,37097,166563,north carolina,NC,2014
13571,iredell,37097,169564,north carolina,NC,2015
13572,iredell,37097,172529,north carolina,NC,2016
13573,jackson,37099,40271,north carolina,NC,2010
13574,jackson,37099,40274,north carolina,NC,2011
13575,jackson,37099,40679,north carolina,NC,2012
13576,jackson,37099,41055,north carolina,NC,2013
13577,jackson,37099,40989,north carolina,NC,2014
13578,jackson,37099,41338,north carolina,NC,2015
13579,jackson,37099,42268,north carolina,NC,2016
13580,johnston,37101,168878,north carolina,NC,2010
13581,johnston,37101,172534,north carolina,NC,2011
13582,johnston,37101,174521,north carolina,NC,2012
13583,johnston,37101,177421,north carolina,NC,2013
13584,johnston,37101,180961,north carolina,NC,2014
13585,johnston,37101,185357,north carolina,NC,2015
13586,johnston,37101,191094,north carolina,NC,2016
13587,jones,37103,10153,north carolina,NC,2010
13588,jones,37103,10059,north carolina,NC,2011
13589,jones,37103,10069,north carolina,NC,2012
13590,jones,37103,10004,north carolina,NC,2013
13591,jones,37103,9857,north carolina,NC,2014
13592,jones,37103,9796,north carolina,NC,2015
13593,jones,37103,9625,north carolina,NC,2016
13594,lee,37105,57866,north carolina,NC,2010
13595,lee,37105,58588,north carolina,NC,2011
13596,lee,37105,59318,north carolina,NC,2012
13597,lee,37105,59874,north carolina,NC,2013
13598,lee,37105,59501,north carolina,NC,2014
13599,lee,37105,59476,north carolina,NC,2015
13600,lee,37105,59746,north carolina,NC,2016
13601,lenoir,37107,59495,north carolina,NC,2010
13602,lenoir,37107,59441,north carolina,NC,2011
13603,lenoir,37107,59164,north carolina,NC,2012
13604,lenoir,37107,58831,north carolina,NC,2013
13605,lenoir,37107,58397,north carolina,NC,2014
13606,lenoir,37107,58126,north carolina,NC,2015
13607,lenoir,37107,57432,north carolina,NC,2016
13608,lincoln,37109,78265,north carolina,NC,2010
13609,lincoln,37109,78270,north carolina,NC,2011
13610,lincoln,37109,78714,north carolina,NC,2012
13611,lincoln,37109,79111,north carolina,NC,2013
13612,lincoln,37109,79429,north carolina,NC,2014
13613,lincoln,37109,80504,north carolina,NC,2015
13614,lincoln,37109,81075,north carolina,NC,2016
13615,mcdowell,37111,44996,north carolina,NC,2010
13616,mcdowell,37111,45059,north carolina,NC,2011
13617,mcdowell,37111,45019,north carolina,NC,2012
13618,mcdowell,37111,45069,north carolina,NC,2013
13619,mcdowell,37111,45080,north carolina,NC,2014
13620,mcdowell,37111,45049,north carolina,NC,2015
13621,mcdowell,37111,44989,north carolina,NC,2016
13622,macon,37113,33922,north carolina,NC,2010
13623,macon,37113,33894,north carolina,NC,2011
13624,macon,37113,33821,north carolina,NC,2012
13625,macon,37113,33770,north carolina,NC,2013
13626,macon,37113,33874,north carolina,NC,2014
13627,macon,37113,34113,north carolina,NC,2015
13628,macon,37113,34309,north carolina,NC,2016
13629,madison,37115,20764,north carolina,NC,2010
13630,madison,37115,20853,north carolina,NC,2011
13631,madison,37115,20902,north carolina,NC,2012
13632,madison,37115,21171,north carolina,NC,2013
13633,madison,37115,21219,north carolina,NC,2014
13634,madison,37115,21167,north carolina,NC,2015
13635,madison,37115,21434,north carolina,NC,2016
13636,martin,37117,24505,north carolina,NC,2010
13637,martin,37117,24178,north carolina,NC,2011
13638,martin,37117,23820,north carolina,NC,2012
13639,martin,37117,23609,north carolina,NC,2013
13640,martin,37117,23425,north carolina,NC,2014
13641,martin,37117,23230,north carolina,NC,2015
13642,martin,37117,23081,north carolina,NC,2016
13643,mecklenburg,37119,919628,north carolina,NC,2010
13644,mecklenburg,37119,944943,north carolina,NC,2011
13645,mecklenburg,37119,968204,north carolina,NC,2012
13646,mecklenburg,37119,991619,north carolina,NC,2013
13647,mecklenburg,37119,1011315,north carolina,NC,2014
13648,mecklenburg,37119,1034442,north carolina,NC,2015
13649,mecklenburg,37119,1057237,north carolina,NC,2016
13650,mitchell,37121,15579,north carolina,NC,2010
13651,mitchell,37121,15351,north carolina,NC,2011
13652,mitchell,37121,15327,north carolina,NC,2012
13653,mitchell,37121,15310,north carolina,NC,2013
13654,mitchell,37121,15226,north carolina,NC,2014
13655,mitchell,37121,15101,north carolina,NC,2015
13656,mitchell,37121,15068,north carolina,NC,2016
13657,montgomery,37123,27798,north carolina,NC,2010
13658,montgomery,37123,27718,north carolina,NC,2011
13659,montgomery,37123,27542,north carolina,NC,2012
13660,montgomery,37123,27482,north carolina,NC,2013
13661,montgomery,37123,27352,north carolina,NC,2014
13662,montgomery,37123,27519,north carolina,NC,2015
13663,montgomery,37123,27438,north carolina,NC,2016
13664,moore,37125,88247,north carolina,NC,2010
13665,moore,37125,89273,north carolina,NC,2011
13666,moore,37125,90216,north carolina,NC,2012
13667,moore,37125,91411,north carolina,NC,2013
13668,moore,37125,92847,north carolina,NC,2014
13669,moore,37125,94040,north carolina,NC,2015
13670,moore,37125,95392,north carolina,NC,2016
13671,nash,37127,95840,north carolina,NC,2010
13672,nash,37127,95749,north carolina,NC,2011
13673,nash,37127,95206,north carolina,NC,2012
13674,nash,37127,94445,north carolina,NC,2013
13675,nash,37127,94253,north carolina,NC,2014
13676,nash,37127,93929,north carolina,NC,2015
13677,nash,37127,94008,north carolina,NC,2016
13678,new hanover,37129,202667,north carolina,NC,2010
13679,new hanover,37129,206047,north carolina,NC,2011
13680,new hanover,37129,209155,north carolina,NC,2012
13681,new hanover,37129,213042,north carolina,NC,2013
13682,new hanover,37129,216171,north carolina,NC,2014
13683,new hanover,37129,219685,north carolina,NC,2015
13684,new hanover,37129,223234,north carolina,NC,2016
13685,northampton,37131,22099,north carolina,NC,2010
13686,northampton,37131,21923,north carolina,NC,2011
13687,northampton,37131,21291,north carolina,NC,2012
13688,northampton,37131,20872,north carolina,NC,2013
13689,northampton,37131,20673,north carolina,NC,2014
13690,northampton,37131,20556,north carolina,NC,2015
13691,northampton,37131,20166,north carolina,NC,2016
13692,onslow,37133,177772,north carolina,NC,2010
13693,onslow,37133,185013,north carolina,NC,2011
13694,onslow,37133,190719,north carolina,NC,2012
13695,onslow,37133,192377,north carolina,NC,2013
13696,onslow,37133,191866,north carolina,NC,2014
13697,onslow,37133,193088,north carolina,NC,2015
13698,onslow,37133,192199,north carolina,NC,2016
13699,orange,37135,133801,north carolina,NC,2010
13700,orange,37135,134962,north carolina,NC,2011
13701,orange,37135,137946,north carolina,NC,2012
13702,orange,37135,139430,north carolina,NC,2013
13703,orange,37135,140399,north carolina,NC,2014
13704,orange,37135,141563,north carolina,NC,2015
13705,orange,37135,142723,north carolina,NC,2016
13706,pamlico,37137,13144,north carolina,NC,2010
13707,pamlico,37137,13253,north carolina,NC,2011
13708,pamlico,37137,13030,north carolina,NC,2012
13709,pamlico,37137,12892,north carolina,NC,2013
13710,pamlico,37137,12884,north carolina,NC,2014
13711,pamlico,37137,12753,north carolina,NC,2015
13712,pamlico,37137,12799,north carolina,NC,2016
13713,pasquotank,37139,40661,north carolina,NC,2010
13714,pasquotank,37139,40277,north carolina,NC,2011
13715,pasquotank,37139,40391,north carolina,NC,2012
13716,pasquotank,37139,39555,north carolina,NC,2013
13717,pasquotank,37139,39434,north carolina,NC,2014
13718,pasquotank,37139,39385,north carolina,NC,2015
13719,pasquotank,37139,39615,north carolina,NC,2016
13720,pender,37141,52217,north carolina,NC,2010
13721,pender,37141,53195,north carolina,NC,2011
13722,pender,37141,53744,north carolina,NC,2012
13723,pender,37141,54828,north carolina,NC,2013
13724,pender,37141,55954,north carolina,NC,2014
13725,pender,37141,57512,north carolina,NC,2015
13726,pender,37141,58897,north carolina,NC,2016
13727,perquimans,37143,13453,north carolina,NC,2010
13728,perquimans,37143,13499,north carolina,NC,2011
13729,perquimans,37143,13587,north carolina,NC,2012
13730,perquimans,37143,13631,north carolina,NC,2013
13731,perquimans,37143,13535,north carolina,NC,2014
13732,perquimans,37143,13464,north carolina,NC,2015
13733,perquimans,37143,13427,north carolina,NC,2016
13734,person,37145,39464,north carolina,NC,2010
13735,person,37145,39512,north carolina,NC,2011
13736,person,37145,39176,north carolina,NC,2012
13737,person,37145,39240,north carolina,NC,2013
13738,person,37145,39117,north carolina,NC,2014
13739,person,37145,39191,north carolina,NC,2015
13740,person,37145,39283,north carolina,NC,2016
13741,pitt,37147,168148,north carolina,NC,2010
13742,pitt,37147,170806,north carolina,NC,2011
13743,pitt,37147,173023,north carolina,NC,2012
13744,pitt,37147,174434,north carolina,NC,2013
13745,pitt,37147,175079,north carolina,NC,2014
13746,pitt,37147,176237,north carolina,NC,2015
13747,pitt,37147,177627,north carolina,NC,2016
13748,polk,37149,20510,north carolina,NC,2010
13749,polk,37149,20294,north carolina,NC,2011
13750,polk,37149,20255,north carolina,NC,2012
13751,polk,37149,20399,north carolina,NC,2013
13752,polk,37149,20382,north carolina,NC,2014
13753,polk,37149,20412,north carolina,NC,2015
13754,polk,37149,20421,north carolina,NC,2016
13755,randolph,37151,141752,north carolina,NC,2010
13756,randolph,37151,141886,north carolina,NC,2011
13757,randolph,37151,142325,north carolina,NC,2012
13758,randolph,37151,142376,north carolina,NC,2013
13759,randolph,37151,142585,north carolina,NC,2014
13760,randolph,37151,142685,north carolina,NC,2015
13761,randolph,37151,143209,north carolina,NC,2016
13762,richmond,37153,46639,north carolina,NC,2010
13763,richmond,37153,46653,north carolina,NC,2011
13764,richmond,37153,46367,north carolina,NC,2012
13765,richmond,37153,46154,north carolina,NC,2013
13766,richmond,37153,45792,north carolina,NC,2014
13767,richmond,37153,45436,north carolina,NC,2015
13768,richmond,37153,45054,north carolina,NC,2016
13769,robeson,37155,134168,north carolina,NC,2010
13770,robeson,37155,135221,north carolina,NC,2011
13771,robeson,37155,135684,north carolina,NC,2012
13772,robeson,37155,135217,north carolina,NC,2013
13773,robeson,37155,135035,north carolina,NC,2014
13774,robeson,37155,134562,north carolina,NC,2015
13775,robeson,37155,133514,north carolina,NC,2016
13776,rockingham,37157,93643,north carolina,NC,2010
13777,rockingham,37157,93304,north carolina,NC,2011
13778,rockingham,37157,92723,north carolina,NC,2012
13779,rockingham,37157,91942,north carolina,NC,2013
13780,rockingham,37157,91849,north carolina,NC,2014
13781,rockingham,37157,91733,north carolina,NC,2015
13782,rockingham,37157,91359,north carolina,NC,2016
13783,rowan,37159,138428,north carolina,NC,2010
13784,rowan,37159,137851,north carolina,NC,2011
13785,rowan,37159,137580,north carolina,NC,2012
13786,rowan,37159,137782,north carolina,NC,2013
13787,rowan,37159,138168,north carolina,NC,2014
13788,rowan,37159,138576,north carolina,NC,2015
13789,rowan,37159,139529,north carolina,NC,2016
13790,rutherford,37161,67810,north carolina,NC,2010
13791,rutherford,37161,67414,north carolina,NC,2011
13792,rutherford,37161,67215,north carolina,NC,2012
13793,rutherford,37161,66830,north carolina,NC,2013
13794,rutherford,37161,66557,north carolina,NC,2014
13795,rutherford,37161,66373,north carolina,NC,2015
13796,rutherford,37161,66305,north carolina,NC,2016
13797,sampson,37163,63431,north carolina,NC,2010
13798,sampson,37163,63552,north carolina,NC,2011
13799,sampson,37163,63763,north carolina,NC,2012
13800,sampson,37163,63964,north carolina,NC,2013
13801,sampson,37163,63889,north carolina,NC,2014
13802,sampson,37163,63673,north carolina,NC,2015
13803,sampson,37163,63363,north carolina,NC,2016
13804,scotland,37165,36157,north carolina,NC,2010
13805,scotland,37165,36276,north carolina,NC,2011
13806,scotland,37165,36091,north carolina,NC,2012
13807,scotland,37165,35907,north carolina,NC,2013
13808,scotland,37165,35658,north carolina,NC,2014
13809,scotland,37165,35319,north carolina,NC,2015
13810,scotland,37165,35250,north carolina,NC,2016
13811,stanly,37167,60585,north carolina,NC,2010
13812,stanly,37167,60533,north carolina,NC,2011
13813,stanly,37167,60479,north carolina,NC,2012
13814,stanly,37167,60667,north carolina,NC,2013
13815,stanly,37167,60659,north carolina,NC,2014
13816,stanly,37167,60685,north carolina,NC,2015
13817,stanly,37167,60880,north carolina,NC,2016
13818,stokes,37169,47401,north carolina,NC,2010
13819,stokes,37169,47151,north carolina,NC,2011
13820,stokes,37169,46737,north carolina,NC,2012
13821,stokes,37169,46526,north carolina,NC,2013
13822,stokes,37169,46333,north carolina,NC,2014
13823,stokes,37169,46153,north carolina,NC,2015
13824,stokes,37169,45891,north carolina,NC,2016
13825,surry,37171,73673,north carolina,NC,2010
13826,surry,37171,73537,north carolina,NC,2011
13827,surry,37171,73346,north carolina,NC,2012
13828,surry,37171,72718,north carolina,NC,2013
13829,surry,37171,72557,north carolina,NC,2014
13830,surry,37171,72029,north carolina,NC,2015
13831,surry,37171,72049,north carolina,NC,2016
13832,swain,37173,13981,north carolina,NC,2010
13833,swain,37173,14013,north carolina,NC,2011
13834,swain,37173,14056,north carolina,NC,2012
13835,swain,37173,13981,north carolina,NC,2013
13836,swain,37173,14243,north carolina,NC,2014
13837,swain,37173,14334,north carolina,NC,2015
13838,swain,37173,14187,north carolina,NC,2016
13839,transylvania,37175,33090,north carolina,NC,2010
13840,transylvania,37175,32819,north carolina,NC,2011
13841,transylvania,37175,32852,north carolina,NC,2012
13842,transylvania,37175,32853,north carolina,NC,2013
13843,transylvania,37175,32979,north carolina,NC,2014
13844,transylvania,37175,33198,north carolina,NC,2015
13845,transylvania,37175,33471,north carolina,NC,2016
13846,tyrrell,37177,4407,north carolina,NC,2010
13847,tyrrell,37177,4336,north carolina,NC,2011
13848,tyrrell,37177,4120,north carolina,NC,2012
13849,tyrrell,37177,4102,north carolina,NC,2013
13850,tyrrell,37177,4120,north carolina,NC,2014
13851,tyrrell,37177,4138,north carolina,NC,2015
13852,tyrrell,37177,4039,north carolina,NC,2016
13853,union,37179,201292,north carolina,NC,2010
13854,union,37179,204998,north carolina,NC,2011
13855,union,37179,208216,north carolina,NC,2012
13856,union,37179,212372,north carolina,NC,2013
13857,union,37179,217948,north carolina,NC,2014
13858,union,37179,222247,north carolina,NC,2015
13859,union,37179,226540,north carolina,NC,2016
13860,vance,37181,45422,north carolina,NC,2010
13861,vance,37181,45300,north carolina,NC,2011
13862,vance,37181,45105,north carolina,NC,2012
13863,vance,37181,44502,north carolina,NC,2013
13864,vance,37181,44528,north carolina,NC,2014
13865,vance,37181,44433,north carolina,NC,2015
13866,vance,37181,44426,north carolina,NC,2016
13867,wake,37183,900993,north carolina,NC,2010
13868,wake,37183,929845,north carolina,NC,2011
13869,wake,37183,952982,north carolina,NC,2012
13870,wake,37183,974938,north carolina,NC,2013
13871,wake,37183,998914,north carolina,NC,2014
13872,wake,37183,1023859,north carolina,NC,2015
13873,wake,37183,1049143,north carolina,NC,2016
13874,warren,37185,20972,north carolina,NC,2010
13875,warren,37185,20989,north carolina,NC,2011
13876,warren,37185,20758,north carolina,NC,2012
13877,warren,37185,20595,north carolina,NC,2013
13878,warren,37185,20377,north carolina,NC,2014
13879,warren,37185,20206,north carolina,NC,2015
13880,warren,37185,19889,north carolina,NC,2016
13881,washington,37187,13228,north carolina,NC,2010
13882,washington,37187,12929,north carolina,NC,2011
13883,washington,37187,12692,north carolina,NC,2012
13884,washington,37187,12706,north carolina,NC,2013
13885,washington,37187,12510,north carolina,NC,2014
13886,washington,37187,12293,north carolina,NC,2015
13887,washington,37187,12132,north carolina,NC,2016
13888,watauga,37189,51079,north carolina,NC,2010
13889,watauga,37189,51613,north carolina,NC,2011
13890,watauga,37189,52045,north carolina,NC,2012
13891,watauga,37189,52348,north carolina,NC,2013
13892,watauga,37189,52429,north carolina,NC,2014
13893,watauga,37189,53108,north carolina,NC,2015
13894,watauga,37189,54099,north carolina,NC,2016
13895,wayne,37191,122623,north carolina,NC,2010
13896,wayne,37191,124080,north carolina,NC,2011
13897,wayne,37191,124547,north carolina,NC,2012
13898,wayne,37191,124715,north carolina,NC,2013
13899,wayne,37191,124664,north carolina,NC,2014
13900,wayne,37191,124454,north carolina,NC,2015
13901,wayne,37191,124476,north carolina,NC,2016
13902,wilkes,37193,69340,north carolina,NC,2010
13903,wilkes,37193,68942,north carolina,NC,2011
13904,wilkes,37193,68927,north carolina,NC,2012
13905,wilkes,37193,68642,north carolina,NC,2013
13906,wilkes,37193,68455,north carolina,NC,2014
13907,wilkes,37193,68320,north carolina,NC,2015
13908,wilkes,37193,68634,north carolina,NC,2016
13909,wilson,37195,81234,north carolina,NC,2010
13910,wilson,37195,81192,north carolina,NC,2011
13911,wilson,37195,81451,north carolina,NC,2012
13912,wilson,37195,81277,north carolina,NC,2013
13913,wilson,37195,81122,north carolina,NC,2014
13914,wilson,37195,81393,north carolina,NC,2015
13915,wilson,37195,81433,north carolina,NC,2016
13916,yadkin,37197,38406,north carolina,NC,2010
13917,yadkin,37197,38353,north carolina,NC,2011
13918,yadkin,37197,38165,north carolina,NC,2012
13919,yadkin,37197,38079,north carolina,NC,2013
13920,yadkin,37197,37889,north carolina,NC,2014
13921,yadkin,37197,37659,north carolina,NC,2015
13922,yadkin,37197,37726,north carolina,NC,2016
13923,yancey,37199,17818,north carolina,NC,2010
13924,yancey,37199,17692,north carolina,NC,2011
13925,yancey,37199,17623,north carolina,NC,2012
13926,yancey,37199,17552,north carolina,NC,2013
13927,yancey,37199,17546,north carolina,NC,2014
13928,yancey,37199,17559,north carolina,NC,2015
13929,yancey,37199,17622,north carolina,NC,2016
13930,adams,38001,2343,north dakota,ND,2010
13931,adams,38001,2312,north dakota,ND,2011
13932,adams,38001,2334,north dakota,ND,2012
13933,adams,38001,2392,north dakota,ND,2013
13934,adams,38001,2389,north dakota,ND,2014
13935,adams,38001,2393,north dakota,ND,2015
13936,adams,38001,2348,north dakota,ND,2016
13937,barnes,38003,11066,north dakota,ND,2010
